timestamp_ms,acc_x,acc_y,acc_z
0,1.375939,0.443079,11.249407
10,1.323248,0.28381,11.473342
20,1.16398,0.251477,11.420651
30,1.111289,0.422721,11.038646
40,1.074166,0.756826,10.773995
50,1.243015,0.893342,10.831476
60,1.429827,0.809517,11.171569
70,1.741179,1.022673,11.781101
80,1.84177,0.95681,11.886482
90,1.868115,0.931663,11.805052
100,2.137555,0.91849,11.767929
110,2.579436,0.717308,12.032578
120,2.926714,0.31734,11.80625
130,2.705175,0.022753,10.923684
140,2.518363,-0.271835,10.150093
150,2.441723,-0.165256,9.778865
160,2.592609,0.323328,9.416019
170,2.753075,1.215472,9.040002
180,2.678829,1.277743,8.817265
190,2.371069,1.314866,8.278385
200,2.216591,1.398691,7.702383
210,2.075284,1.353186,7.253317
220,1.349594,1.014291,6.519243
230,1.126857,0.696951,6.084548
240,1.153202,0.391586,5.874983
250,1.108894,0.262255,5.720504
260,1.058599,0.087418,5.714517
270,0.935255,-0.120948,5.822293
280,0.419128,-0.131726,5.583988
290,0.29339,-0.010778,5.613926
300,0.56762,0.037123,6.174361
310,0.710123,-0.059875,6.70845
320,0.535287,0.011975,6.929989
330,0.622705,-0.823887,7.874825
340,0.55804,-1.293311,8.705896
350,0.368833,-1.459764,9.12263
360,0.211959,-1.329236,9.388477
370,0.112566,-0.996328,9.606423
380,-0.165256,0.077838,10.096206
390,-0.209564,-0.080233,10.466236
400,-0.113763,-0.376018,10.71891
410,-0.173639,-0.511337,10.547667
420,0.225132,-0.073048,10.593172
430,1.096919,1.029858,12.557088
440,1.143622,1.080154,13.076807
450,0.87059,0.968785,12.779825
460,0.217947,0.724493,11.814631
470,0.031135,0.500559,11.16678
480,-0.022753,-0.156874,12.087664
490,-0.116158,-0.494572,12.443324
500,-0.219144,-0.63947,12.587026
510,-0.003593,-0.728086,12.837305
520,0.222737,-1.071771,13.473183
530,0.399968,-1.887275,14.312637
540,0.595162,-1.820215,14.034815
550,0.632285,-1.599873,13.188175
560,0.628693,-1.498085,12.043356
570,0.6251,-1.348396,10.97877
580,0.367636,-1.047821,9.540561
590,0.27423,-0.58678,8.892708
600,0.131726,-0.549657,8.310719
610,0.051493,-0.334105,7.704778
620,0.204774,-0.00479,7.273674
630,0.36524,0.081431,7.077283
640,0.585582,-0.087418,6.593489
650,0.747246,0.119751,6.459368
660,0.802332,0.428709,6.468948
670,0.722098,0.671803,6.122868
680,0.492177,0.507744,5.603148
690,0.554447,0.847837,5.158872
700,0.56283,0.90412,5.289401
710,0.04311,0.523312,5.167255
720,-0.071851,0.065863,4.927753
730,0.185614,-0.049098,5.138515
740,0.537682,0.076641,6.891669
750,0.693358,-0.032333,7.610175
760,0.574805,-0.117356,7.716753
770,0.310155,-0.445474,7.792196
