timestamp_ms,acc_x,acc_y,acc_z
0,0.003593,0.111368,9.594449
10,0.016765,0.105381,9.584868
20,0.01916,0.138911,9.598042
30,0.021555,0.204774,9.592053
40,0.010778,0.241897,9.583671
50,0.017963,0.222737,9.598042
60,0.001198,0.247885,9.590857
70,0.020358,0.134121,9.590857
80,0.026345,0.135319,9.589659
90,0.02395,0.147294,9.594449
100,0.01916,0.160466,9.588461
110,0.01437,0.202379,9.592053
120,0.007185,0.217947,9.593251
130,0.003593,0.191602,9.581276
140,-0.029938,0.112566,9.547746
150,0.031135,0.125739,9.594449
160,0.032333,0.166454,9.608819
170,0.046703,0.161664,9.621991
180,0.002395,0.256267,9.586066
190,0.025148,0.251477,9.612411
200,0.005988,0.273032,9.598042
210,0.005988,0.174836,9.596844
220,0.015568,0.120948,9.598042
230,0.021555,0.124541,9.590857
240,0.00958,0.143701,9.578881
250,0.007185,0.168849,9.581276
260,0.013173,0.197589,9.592053
270,0.005988,0.209564,9.596844
280,0.015568,0.207169,9.607621
290,0.017963,0.189207,9.598042
300,0.02874,0.155676,9.586066
310,0.02395,0.141306,9.586066
320,0.010778,0.141306,9.594449
330,0.013173,0.190404,9.600436
340,0.00479,0.220342,9.590857
350,-0.00479,0.171244,9.568104
360,-0.021555,0.081431,9.559721
370,0.034728,0.153281,9.568104
380,0.040715,0.219144,9.627979
390,0.037123,0.280217,9.617202
400,0.002395,0.223934,9.586066
410,0.007185,0.261057,9.593251
420,0.010778,0.226329,9.600436
430,0.021555,0.131726,9.586066
440,0.020358,0.123344,9.590857
450,0.013173,0.114961,9.583671
460,0.00479,0.143701,9.586066
470,0.005988,0.172441,9.590857
480,0.016765,0.211959,9.605227
490,0.011975,0.233514,9.598042
500,0.01916,0.213157,9.592053
510,0.00958,0.171244,9.601634
520,0.015568,0.144899,9.594449
530,0.020358,0.134121,9.601634
540,0.00958,0.172441,9.586066
550,0.00958,0.198787,9.590857
560,0.005988,0.210762,9.598042
570,0.008383,0.198787,9.598042
580,0.011975,0.197589,9.595646
590,0.00958,0.149689,9.588461
600,0.011975,0.110171,9.588461
610,0.013173,0.129331,9.589659
620,0.032333,0.154479,9.604029
630,0.031135,0.192799,9.604029
640,0.005988,0.273032,9.587264
650,0.007185,0.263452,9.599238
660,0.01437,0.25507,9.608819
670,0.01437,0.172441,9.599238
680,0.015568,0.123344,9.604029
690,0.00958,0.111368,9.586066
700,0.015568,0.146096,9.588461
710,0.00958,0.179626,9.589659
720,0.013173,0.211959,9.589659
730,0.017963,0.219144,9.592053
740,0.010778,0.214354,9.601634
750,0.015568,0.174836,9.600436
760,0.016765,0.136516,9.605227
770,0.02395,0.130529,9.586066
780,0.02395,0.149689,9.598042
790,0.027543,0.172441,9.589659
800,0.007185,0.144899,9.589659
810,0.005988,0.141306,9.577683
820,0.029938,0.205972,9.614806
830,0.029938,0.251477,9.629176
840,0.021555,0.30297,9.614806
850,0.005988,0.241897,9.605227
860,0.00958,0.170046,9.598042
870,0.008383,0.116158,9.593251
880,0.027543,0.125739,9.596844
890,0.032333,0.105381,9.594449
900,0.008383,0.195194,9.594449
910,0.020358,0.213157,9.598042
