timestamp_ms,acc_x,acc_y,acc_z
0,-2.778223,3.35183,2.46208
10,5.407954,-3.454816,19.653532
20,-0.053888,-3.38057,16.7831
30,-12.80617,19.066751,-20.61154
40,9.798025,-15.978374,25.22794
50,2.875221,-0.530497,13.372592
60,3.065625,-1.801055,11.078163
70,2.070494,-2.016607,10.647059
80,0.985551,-1.052611,9.759705
90,1.635798,0.027543,7.606582
100,0.473016,1.886078,6.067782
110,0.167651,2.823728,6.162385
120,0.111368,2.878814,6.454578
130,0.125739,1.825005,7.575447
140,0.28381,0.772394,9.037606
150,-2.472858,7.112011,-6.688092
160,4.022436,-0.94244,18.356628
170,-0.32213,-2.68841,16.331638
180,-0.696951,-5.800737,16.165186
190,2.387835,-5.944439,16.48971
200,1.18793,-2.732718,11.015893
210,7.283255,-2.945874,15.298188
220,3.176994,0.24549,12.603791
230,1.799857,-1.002316,11.615846
240,1.325643,-1.153202,11.208692
250,1.783092,0.803529,7.734716
260,0.671803,1.190325,7.053333
270,-0.075443,1.671724,7.010222
280,-0.645458,2.040557,6.805448
290,-0.391586,1.51006,7.311995
300,0.535287,0.724493,9.81958
310,1.391506,0.219144,10.591974
320,-1.809437,7.228169,-6.998247
330,4.312233,-1.516047,17.509989
340,0.483794,-2.878814,16.152012
350,-0.185614,-4.156557,13.916262
360,1.465752,-3.479964,14.390475
370,2.035767,-1.190325,10.874587
380,2.680027,0.267045,8.293953
390,2.309996,1.751957,6.822214
400,1.620231,2.918331,5.852231
410,0.676593,3.275189,3.794909
420,-1.246608,2.472858,3.491939
430,-0.037123,-0.083826,9.800421
440,0.684976,-0.972378,12.870835
450,0.489782,-0.613125,12.122392
460,2.13516,-0.524509,12.239748
470,2.337539,-0.696951,12.215797
480,1.656156,-0.931663,11.959531
490,3.93382,6.940767,-10.251882
500,0.831072,2.275269,9.489068
510,-0.670605,-3.075205,13.475578
520,0.690963,-3.0297,12.547508
530,1.25978,-1.720822,12.656481
540,1.084944,-0.398771,11.096126
550,2.258503,0.750839,8.328681
560,2.252516,2.329157,6.431825
570,0.408351,2.161505,6.353987
580,-0.003593,1.433419,7.237749
590,0.197589,0.585582,8.503517
600,0.56762,0.123344,9.74773
610,0.95202,-0.020358,10.47821
620,4.469107,-7.393425,22.359903
630,5.261858,-4.531377,22.777834
640,2.597399,-2.43334,17.121996
650,3.806884,-3.747008,15.053896
660,3.130291,-3.417693,14.249169
670,2.680027,-0.431104,8.331076
680,2.184258,0.064666,6.246211
690,-2.597399,5.285809,-6.816226
700,1.17356,2.652484,6.615044
710,1.465752,1.716032,10.835069
720,0.192799,-0.492177,11.606265
730,0.622705,-1.113684,11.581118
740,0.981958,-0.900527,11.206297
750,1.361569,-0.828677,11.511662
760,1.722019,-0.93286,11.922408
770,1.699266,0.736469,8.56938
780,1.046624,1.069376,7.544312
790,-4.216432,12.668456,-23.468798
800,0.93765,-1.883683,10.795551
810,5.783972,-5.381609,22.607788
820,3.357817,-2.874024,14.591657
830,3.185376,-1.987866,13.061239
840,2.266886,-1.814227,12.099639
850,1.120869,-1.268163,10.723701
860,3.089575,0.489782,8.248447
870,1.980681,1.135239,5.961204
880,-0.035925,2.081272,5.975574
890,-0.561632,2.143543,6.38153
900,0.282612,2.526746,4.64993
910,-0.65863,3.07281,2.785408
920,1.517245,-0.793949,15.711329
930,0.65863,-2.054927,12.939094
940,1.275348,-1.46695,12.330759
950,1.78908,-0.781974,11.736794
960,1.266965,-0.811912,11.32964
970,2.155518,0.149689,9.41123
980,0.808319,1.532813,7.120393
990,1.513652,4.604425,-0.60115
1000,-4.507427,4.802014,-5.309759
1010,5.403164,-5.979167,22.205425
1020,2.76984,-2.836901,20.400778
1030,3.653602,-1.887275,13.774956
1040,2.633324,-1.684896,12.212205
1050,1.454974,-1.165177,10.116563
1060,2.070494,0.416733,7.973021
1070,1.561553,0.799937,6.474936
1080,-2.880011,8.16103,-10.429113
1090,4.035608,-0.318538,16.062199
1100,-0.883762,-3.175796,18.882336
1110,-1.616638,-4.663103,16.660954
1120,-1.263373,-3.277584,13.889916
1130,1.936373,0.967588,8.796907
1140,3.221301,1.745969,7.527547
1150,2.080075,1.887275,6.579119
1160,0.519719,1.737587,6.241421
1170,0.008383,1.027463,7.126381
1180,-0.01916,0.805924,8.325089
1190,-7.983798,10.328522,-17.088465
1200,4.685856,-6.895261,23.73225
1210,3.798501,-3.517086,21.365971
1220,2.954257,-2.814148,17.126785
1230,3.958967,-2.711162,14.62878
1240,2.167493,-1.810635,10.47821
1250,2.412982,-0.305365,7.484437
1260,1.456172,0.548459,6.304889
1270,-0.257465,3.687133,0.308958
1280,-0.61552,1.441802,6.324049
1290,0.769999,1.290916,9.399255
1300,1.096919,0.395178,9.960887
1310,1.166375,0.208367,10.160871
1320,1.360371,1.501677,8.217313
1330,0.819097,0.722098,8.880733
1340,0.678988,-2.053729,14.30186
1350,1.931583,-0.432301,12.098442
1360,1.737587,0.390388,9.871074
1370,-9.044791,15.015575,-28.009754
1380,4.859495,-5.870193,18.391356
1390,0.3365,-1.991459,14.929355
1400,2.68841,-2.493215,13.442048
1410,2.73631,-1.666934,12.563075
1420,1.987866,-1.49569,11.522439
1430,1.354384,-0.762814,10.003997
1440,3.562592,0.89454,6.583909
1450,0.495769,1.719624,6.324049
1460,-0.282612,1.781895,6.69408
1470,-0.576002,1.454974,7.380253
1480,-0.308958,0.90412,8.134685
1490,0.469424,0.59636,8.673564
1500,3.202141,-1.694476,15.663428
1510,0.210762,-2.714755,16.565153
1520,-0.344883,-4.121829,15.276632
1530,0.463436,-3.163821,13.846806
1540,2.369872,-1.219065,11.726016
1550,2.49561,1.565145,7.580237
1560,1.361569,2.155518,6.539601
1570,-6.256989,9.787248,-16.710052
1580,2.113605,-2.599794,13.857584
1590,2.530338,-3.432063,19.23081
1600,2.051334,-1.059796,12.879218
1610,2.815346,-0.60594,11.755954
1620,1.924398,-0.568817,10.285412
1630,1.27415,-0.675396,10.038725
1640,1.112487,-0.524509,10.535691
1650,2.426155,1.004711,8.044871
1660,0.762814,1.275348,7.255712
1670,-0.086221,1.427432,6.980285
1680,-3.745811,9.299861,-12.701986
1690,4.930148,-1.537603,15.856228
1700,0.237107,-4.120631,15.425124
1710,1.022673,-3.150648,13.121115
1720,1.595083,-1.375939,11.524835
1730,1.399889,-1.654959,10.744058
1740,1.598676,-2.060914,11.778707
1750,2.589016,-0.449066,9.788445
1760,1.780697,1.945953,7.103628
1770,1.191522,2.610571,6.385122
1780,1.359174,3.519481,3.647615
1790,-6.314469,8.56938,-12.346326
1800,4.470304,-5.255871,20.369642
1810,1.504072,-3.483556,17.092058
1820,4.21284,-2.38065,14.499449
1830,3.272794,-1.959126,12.516373
1840,1.995051,-2.227368,12.18586
1850,1.337618,-1.77471,11.650573
1860,2.703977,0.803529,6.307284
1870,-3.739823,7.103628,-9.783655
1880,3.359015,0.498164,9.613608
1890,1.351989,-0.87538,13.572577
1900,-1.692081,-1.314866,12.239748
1910,1.122067,-0.153281,10.734478
1920,1.421444,0.398771,10.341695
1930,1.332828,-1.545985,12.784615
1940,1.663341,-1.403481,13.097165
1950,2.979404,0.61073,10.03633
1960,0.846639,1.185535,6.7324
1970,1.949546,2.809358,2.123185
1980,-5.139712,6.834188,-8.968151
1990,3.296745,-5.473817,18.708696
2000,0.750839,-2.832111,18.903891
2010,0.622705,-1.81782,12.281661
2020,2.543511,-0.506547,10.832674
2030,1.568738,-0.495769,10.290202
2040,2.12079,-1.397494,9.696237
2050,2.343527,-1.172362,10.994338
2060,1.937571,-0.912502,12.081676
2070,2.541116,0.439486,8.808882
2080,0.754431,1.112487,6.941965
2090,0.316143,1.378334,5.987549
2100,-9.018446,9.823173,-30.997541
2110,7.150331,-2.151925,18.870359
2120,-1.166375,-3.987708,17.840502
2130,2.102827,-3.90508,15.955621
2140,1.989064,-1.933978,13.709092
2150,1.647774,-1.331631,11.82541
2160,3.835624,0.217947,8.836425
2170,1.829795,1.763932,5.678592
2180,0.243094,2.105222,5.417534
2190,-2.057322,11.526032,-18.751806
2200,-0.950823,0.916095,4.057163
2210,2.622546,-4.652326,20.615131
2220,2.842888,-2.498005,15.711329
2230,4.410429,-1.636996,13.863571
2240,2.927912,-1.669329,11.805052
2250,2.129173,-1.88488,11.023078
2260,2.041754,-1.896856,10.936857
2270,1.331631,10.154883,-14.210849
2280,6.880891,-0.017963,12.884008
2290,1.27415,-1.105302,12.325969
2300,-0.267045,-3.115921,12.140354
2310,1.401086,-2.398612,11.98348
2320,1.441802,-1.209485,11.321258
2330,1.380729,-1.095721,10.783576
2340,0.717308,-0.544867,9.874666
2350,1.804647,-0.053888,9.546548
2360,3.829636,2.069297,8.216115
2370,2.234553,1.917213,7.420969
2380,0.251477,0.989143,7.649693
2390,-0.095801,0.590372,8.202942
2400,-10.548864,17.421373,-34.808018
2410,4.908593,-7.782616,22.273682
2420,3.706293,-5.495373,22.297632
2430,4.584067,-3.285967,14.765296
2440,3.742218,-2.460883,12.917539
2450,2.296824,-2.657274,11.720029
2460,1.457369,-2.181863,11.080559
2470,1.383124,-1.924398,10.522519
2480,2.956652,1.016686,6.68929
2490,1.268163,2.434537,5.944439
2500,-1.209485,7.717951,-12.056529
2510,3.046465,4.249962,4.969666
2520,0.986748,1.058599,12.152329
2530,-1.919608,-3.764971,13.688735
2540,0.66342,-3.141068,12.651691
2550,1.962719,-1.134042,11.737991
