timestamp_ms,acc_x,acc_y,acc_z
0,0.01916,-5.065466,7.725136
10,0.3365,-3.954177,10.027947
20,0.300575,-4.720584,8.120314
30,0.05269,-5.674999,7.526349
40,0.188009,-4.249962,9.443563
50,0.154479,-4.905,7.747889
60,0.096998,-4.718189,8.731044
70,0.122146,-4.701424,8.617281
80,-0.198787,-4.739744,8.054451
90,0.02395,-4.622388,8.695119
100,0.041913,-4.743336,8.317904
110,0.148491,-4.655918,8.489147
120,0.067061,-4.682263,8.436457
130,0.034728,-4.676276,8.382568
140,0.096998,-4.658313,8.48316
150,0.082628,-4.678671,8.481962
160,0.059875,-4.675078,8.440049
170,0.034728,-4.683461,8.431666
180,0.053888,-4.665498,8.455617
190,0.064666,-4.659511,8.423284
200,0.061073,-4.671486,8.458012
210,0.046703,-4.684659,8.429272
220,0.041913,-4.683461,8.43047
230,0.04311,-4.691844,8.456815
240,0.050295,-4.685856,8.423284
250,0.050295,-4.679868,8.441247
260,0.05269,-4.678671,8.407717
270,0.05269,-4.682263,8.413704
280,0.05748,-4.684659,8.432864
290,0.049098,-4.670288,8.434062
300,0.046703,-4.670288,8.432864
310,0.046703,-4.673881,8.420889
320,0.050295,-4.670288,8.453221
330,0.03832,-4.677474,8.420889
340,0.045505,-4.676276,8.446036
350,0.032333,-4.664301,8.43047
360,0.041913,-4.675078,8.424481
370,0.046703,-4.676276,8.423284
380,0.058678,-4.676276,8.423284
390,0.058678,-4.676276,8.440049
400,0.049098,-4.675078,8.440049
410,0.056283,-4.664301,8.443642
420,0.045505,-4.672683,8.437654
430,0.044308,-4.671486,8.432864
440,0.044308,-4.661906,8.418494
450,0.039518,-4.671486,8.414902
460,0.027543,-4.681066,8.435259
470,0.034728,-4.682263,8.431666
480,0.035925,-4.677474,8.440049
490,0.034728,-4.666696,8.419691
500,0.041913,-4.670288,8.420889
510,0.050295,-4.677474,8.43047
520,0.055085,-4.678671,8.438851
530,0.05269,-4.683461,8.452024
540,0.040715,-4.681066,8.43047
550,0.044308,-4.687053,8.426877
560,0.049098,-4.665498,8.429272
570,0.0479,-4.679868,8.438851
580,0.046703,-4.661906,8.440049
590,0.0479,-4.664301,8.436457
600,0.044308,-4.661906,8.432864
610,0.041913,-4.660708,8.429272
620,0.035925,-4.655918,8.438851
630,0.03832,-4.675078,8.442444
640,0.027543,-4.663103,8.444839
650,0.035925,-4.669091,8.443642
660,0.039518,-4.676276,8.440049
670,0.05748,-4.682263,8.425679
680,0.055085,-4.675078,8.420889
690,0.055085,-4.679868,8.413704
700,0.0479,-4.678671,8.405321
710,0.05748,-4.689448,8.411309
720,0.041913,-4.683461,8.43047
730,0.035925,-4.677474,8.442444
740,0.03353,-4.671486,8.440049
750,0.039518,-4.664301,8.424481
760,0.041913,-4.666696,8.434062
770,0.035925,-4.669091,8.43047
780,0.046703,-4.663103,8.432864
790,0.044308,-4.658313,8.440049
