timestamp_ms,acc_x,acc_y,acc_z
0,0.489782,0.838257,9.541759
10,0.59636,0.595162,9.46871
20,0.722098,0.425116,9.490265
30,0.813109,0.493374,9.479487
40,0.832269,0.578397,9.438772
50,0.796344,0.795147,9.465117
60,0.677791,0.90412,9.656719
70,0.716111,0.752036,9.768087
80,0.738864,0.65384,9.642349
90,0.815504,0.544867,9.686657
100,0.888552,0.494572,9.753717
110,0.95681,0.415536,9.763297
120,1.148412,0.079036,9.815988
130,1.217867,0.005988,9.863889
140,1.253793,0.069456,9.897419
150,1.314866,0.166454,9.930949
160,1.334026,0.267045,10.056687
170,1.26457,0.890947,10.180031
180,1.257385,0.955613,10.091415
190,1.360371,0.912502,10.092612
200,1.421444,0.683778,10.126143
210,1.50527,0.372426,10.150093
220,1.635798,0.256267,10.086625
230,1.574725,0.500559,10.225536
240,1.536405,0.744851,10.304572
250,1.469344,0.917293,10.403965
260,1.407074,0.980761,10.692565
270,1.390309,0.587977,10.712923
280,1.489702,0.488584,10.587184
290,1.494492,0.475411,10.481804
300,1.413062,0.457449,10.529704
310,1.331631,0.452659,10.593172
320,1.238225,0.489782,10.597961
330,0.919688,0.611928,10.678195
340,0.826282,0.613125,10.734478
350,0.738864,0.59157,10.633887
360,0.713716,0.573607,10.47821
370,0.669408,0.512534,10.381212
380,0.511337,0.423918,10.186019
390,0.352068,0.356858,10.229129
400,0.171244,0.318538,10.338102
410,-0.016765,0.465831,10.539284
420,-0.241897,0.387993,10.696157
430,-0.490979,-0.051493,10.779984
440,-0.738864,-0.04311,11.001523
450,-1.013093,0.136516,11.231444
460,-1.351989,0.552052,11.523637
470,-1.613046,0.936453,11.903248
480,-1.801055,1.253793,12.226575
490,-1.714834,1.305286,11.910433
500,-1.57233,1.397494,11.427836
510,-1.568738,1.363964,11.080559
520,-2.991379,1.124462,10.946437
530,-1.21667,-0.866997,9.430389
540,-2.123185,-0.498164,10.105785
550,-1.574725,1.24062,8.678353
560,-2.013014,0.719703,8.549023
570,-1.868115,0.349673,8.181387
580,-1.763932,-0.234712,8.392149
590,-2.119592,-0.215552,8.370594
600,-2.383044,-0.2886,8.339458
610,-2.559078,-0.295785,8.171807
620,-0.754431,-0.150886,8.028106
630,-2.699187,-0.570015,9.75252
640,-2.169888,1.160387,9.235196
650,-2.138752,1.307681,9.06994
660,-1.814227,1.290916,8.643626
670,-1.472937,0.845442,8.489147
680,-1.19751,0.228724,8.402926
690,-0.881367,-0.234712,7.671248
700,-0.811912,-0.105381,7.212602
710,-0.835862,0.002395,6.953939
720,-0.845442,0.089813,6.849756
730,-0.906515,0.063468,6.873706
740,-0.9137,0.114961,6.352789
750,-0.750839,0.404758,6.039042
760,-0.603545,0.686173,5.918094
770,-0.730481,0.805924,6.252199
780,-0.769999,0.748444,6.539601
790,-0.571212,0.045505,6.710845
800,-0.407153,-0.379611,6.466553
810,-0.253872,-0.471819,6.43422
820,-0.178429,-0.735271,6.695277
830,-0.282612,-0.986748,6.74677
840,-1.114882,-0.62031,7.112011
850,-0.377216,-0.376018,6.387517
860,-1.005908,0.149689,6.312074
870,-0.35087,-0.098196,5.884563
880,-0.919688,-0.120948,6.730005
890,-1.337618,0.543669,7.725136
900,-1.402284,0.675396,7.773036
910,-1.113684,0.633483,7.743098
920,-0.874182,0.510139,7.956255
930,-0.810714,0.276625,8.643626
940,-0.729283,0.176034,9.657917
950,-0.268242,-0.211959,10.829082
960,-0.239502,-0.275427,11.215877
970,-0.495769,-0.095801,11.775114
980,-0.693358,0.505349,12.087664
990,-0.65384,1.302891,12.028986
1000,-0.425116,1.130449,11.83499
1010,-0.524509,0.431104,11.700869
1020,-0.670605,0.041913,11.591895
1030,-0.807122,-0.165256,11.500884
1040,-1.141227,-0.025148,11.785892
1050,-1.957929,1.359174,12.862453
1060,-2.242936,2.047742,13.479171
1070,-2.626139,2.674039,14.073135
1080,-2.808161,2.915936,14.437179
1090,-2.646497,2.687212,14.501843
1100,-2.386637,1.437012,14.342575
1110,-2.014211,0.87059,13.778548
1120,-1.574725,0.608335,12.904366
1130,-1.24541,0.511337,12.172688
1140,-1.124462,0.506547,11.826607
1150,-1.366359,1.116079,12.691209
1160,-2.383044,1.666934,13.267211
1170,-2.680027,2.063309,13.20015
1180,-2.579436,2.069297,12.770245
1190,-2.298021,1.900448,12.240946
1200,-2.191443,1.669329,11.64698
1210,-1.760339,1.140029,10.221944
1220,-1.795067,0.872985,9.751323
1230,-1.768722,0.743654,9.390872
1240,-1.609453,0.592767,8.964559
1250,-1.487307,0.421523,8.462802
1260,-1.129252,0.070653,7.551497
1270,-0.777184,-0.008383,7.329957
1280,-0.690963,-0.094603,6.901249
1290,-0.717308,-0.008383,6.428233
1300,-0.746049,0.311353,5.902526
1310,-0.427511,1.047821,5.471422
1320,-0.384401,1.241818,5.237908
1330,-0.352068,1.234633,4.958888
1340,-0.257465,1.037043,4.811594
1350,-0.167651,0.809517,4.778064
1360,-0.025148,0.325723,4.905
1370,-0.00958,0.180824,4.974456
1380,-0.074246,0.100591,5.077442
1390,-0.213157,0.100591,5.279821
1400,-0.25986,0.285007,5.694159
1410,-0.092208,0.380808,6.455775
1420,0.011975,0.237107,6.108498
1430,-0.092208,0.334105,6.0594
