timestamp_ms,acc_x,acc_y,acc_z
0,-0.652643,0.980761,-4.676276
10,-0.287402,1.065784,-5.045109
20,0.184417,1.009501,-5.357659
30,0.080233,1.055006,-5.587581
40,-0.314945,0.789159,-5.71811
50,-0.621508,0.174836,-5.709727
60,-0.574805,-0.775986,-5.322931
70,-0.611928,-1.277743,-4.636758
80,-0.534089,-1.85614,-3.501519
90,-0.316143,-2.684817,-1.671724
100,-0.253872,-3.543432,0.827479
110,1.249003,-4.998406,5.971982
120,1.872905,-5.805528,8.303533
130,2.166295,-6.47254,10.067465
140,3.581752,-7.000642,11.547587
150,6.096522,-7.101233,13.722265
160,8.19456,-8.126302,19.396067
170,5.883366,-8.889115,20.449875
180,4.326603,-9.309442,21.357588
190,4.566105,-8.740624,22.856871
200,5.307364,-8.614885,23.661596
210,5.1457,-8.823253,23.135889
220,5.349277,-8.59333,24.387287
230,5.422325,-8.580158,26.666149
240,5.295388,-8.661589,28.249256
250,5.691764,-7.637718,28.431278
260,8.277188,-5.386399,28.455229
270,8.347841,-4.708609,27.654095
280,6.939569,-3.918252,25.255482
290,5.277426,-3.045268,22.303621
300,4.278703,-2.343527,20.08703
310,3.723058,-1.651366,17.993782
320,2.937492,-1.790277,17.239351
330,2.521956,-1.785487,16.906443
340,2.653682,-1.829795,17.260906
350,3.536247,-1.968706,18.193768
360,4.706213,-2.260899,19.284698
370,4.415219,-3.335065,19.768492
380,3.979325,-3.557802,19.346968
390,4.064348,-3.809279,18.82725
400,4.410429,-3.879932,18.065634
410,4.520599,-3.917055,16.827408
420,3.657195,-4.172124,13.295952
430,3.090773,-4.240382,11.578722
440,2.402205,-4.011658,10.196796
450,1.759142,-4.390071,8.993299
460,1.282533,-4.409231,7.922725
470,1.217867,-3.872747,7.036568
480,1.439407,-3.863167,7.041358
490,1.82261,-3.879932,6.894064
500,2.241738,-3.72665,6.594687
510,2.402205,-3.634442,6.303692
520,1.854943,-3.537444,5.412745
530,1.549578,-3.451223,4.546945
540,1.17835,-3.198549,3.66917
550,0.787961,-2.747087,3.027305
560,0.467029,-2.396217,2.592609
570,0.325723,-2.263294,1.682501
580,0.27423,-1.942361,1.014291
590,0.694556,-1.506467,0.468226
600,0.92328,-1.016686,0.037123
610,0.876577,-0.592767,-0.167651
620,0.514929,-0.468226,-1.047821
630,0.202379,0.016765,-1.365161
640,0.537682,0.391586,-1.24062
650,0.552052,0.441881,-1.419049
660,0.651445,0.481399,-1.610651
670,0.789159,0.827479,-1.639391
680,1.004711,1.039438,-1.008303
690,1.153202,1.253793,-0.686173
700,0.890947,1.432222,-0.92807
710,0.895737,1.487307,-1.258583
720,0.944835,1.587898,-1.654959
730,0.540077,1.18314,-2.792593
740,0.453856,1.060994,-2.919529
750,0.887355,0.851429,-2.013014
760,1.395099,0.029938,-0.453856
770,2.207011,-0.619113,1.450184
780,4.425996,-1.51964,5.740862
790,5.707332,-1.809437,8.49274
800,6.236631,-2.064507,11.425441
810,5.727689,-1.975891,13.589341
820,4.408034,-2.112407,14.180911
830,2.738705,-1.560355,11.905643
840,2.889591,-1.160387,10.96919
850,2.556684,-1.320853,10.289004
860,1.504072,-1.453777,9.641151
870,0.525707,-1.383124,9.656719
880,0.106578,-2.137555,12.675641
890,-0.32213,-2.509981,14.457536
900,-0.91849,-2.439327,16.00831
910,-1.044229,-2.355502,17.289646
920,-0.433499,-2.269281,18.126705
930,0.214354,-2.127975,18.11952
940,-0.389191,-1.615441,17.290844
950,-0.821492,-1.314866,16.193926
960,-0.477806,-1.045426,15.061081
970,0.395178,-0.846639,14.144986
980,0.750839,-0.711321,13.371394
990,-0.117356,-0.512534,11.870914
1000,-0.223934,-0.489782,11.557167
1010,0.174836,-0.500559,11.757152
1020,0.816702,-0.706531,12.207415
1030,1.249003,-0.850232,12.660074
1040,1.410667,-0.681383,13.952187
1050,1.629811,-0.850232,14.122233
1060,1.78429,-0.95681,13.711488
1070,1.404679,-0.959205,12.958254
1080,0.953218,-0.786764,12.349918
1090,1.53401,-0.949625,12.51757
1100,1.918411,-1.022673,12.710369
1110,1.799857,-1.076561,12.618161
1120,1.483715,-1.171165,12.502003
1130,1.389111,-1.084944,12.83012
1140,1.598676,-1.186732,14.256354
1150,1.629811,-1.314866,14.420413
1160,1.396297,-1.390309,14.457536
1170,1.022673,-1.47174,14.730568
1180,0.482596,-1.506467,15.119759
1190,0.159269,-1.334026,15.47063
1200,0.832269,-1.108894,15.458654
1210,1.219065,-0.906515,15.211967
1220,1.638193,-0.731678,14.816789
1230,1.573528,-0.758024,14.67189
1240,1.096919,-0.88496,14.906602
1250,0.850232,-1.095721,15.416741
1260,1.166375,-1.386716,15.274238
1270,1.251398,-1.556763,15.211967
1280,1.442999,-1.664539,15.023958
1290,1.81782,-1.838178,14.516214
1300,2.436933,-2.301614,13.401332
1310,2.626139,-2.321971,13.042079
1320,2.829716,-2.424957,12.742702
1330,2.985392,-2.695595,12.240946
1340,2.999762,-2.748285,11.426639
1350,2.515968,-2.605781,9.307046
1360,2.078877,-2.456093,8.309521
1370,1.526825,-2.353107,7.292835
1380,0.987946,-2.198628,6.13604
1390,0.496967,-1.901646,4.85231
1400,0.28381,-1.144819,2.293231
1410,0.585582,-0.797542,1.116079
1420,0.935255,-0.402363,-0.021555
1430,1.123264,0.129331,-1.037043
1440,1.256188,0.556842,-2.062112
1450,1.802252,1.076561,-3.725453
1460,2.293231,1.105302,-4.058361
1470,2.859653,1.129252,-4.148174
1480,2.902764,1.072969,-4.150569
1490,2.274071,1.336421,-4.209247
1500,1.530418,1.365161,-4.249962
1510,1.380729,1.116079,-3.584147
1520,1.535208,1.082549,-3.188969
1530,1.616638,0.924478,-3.056045
1540,1.622626,0.674198,-2.835703
1550,1.644181,0.541274,-2.337539
1560,1.294508,0.034728,-0.85622
1570,1.167572,-0.029938,-0.29818
1580,0.90412,-0.249082,0.410746
1590,0.701741,-0.500559,1.617836
1600,0.635878,-0.999921,3.099155
1610,0.311353,-1.689686,6.143225
1620,0.146096,-1.914818,7.371871
1630,0.231119,-2.387835,8.619676
1640,0.768801,-2.772235,9.892629
1650,1.635798,-2.72194,10.917697
1660,2.911146,-3.009342,11.813435
1670,2.506388,-3.233277,12.571458
1680,1.272953,-3.684738,14.324613
1690,-0.617915,-4.324208,16.631016
1700,-2.205813,-4.784052,18.760189
1710,-1.306483,-4.291875,21.701273
1720,1.359174,-4.030818,22.756279
1730,3.816464,-3.591332,23.490353
1740,5.148095,-3.132686,24.032824
1750,5.423522,-3.214116,24.653135
1760,4.192482,-3.885919,25.421936
1770,-0.150886,-3.858377,25.281828
1780,-1.098117,-3.751798,24.76091
1790,-1.063389,-3.464396,24.041206
1800,-0.688568,-3.197351,23.084396
1810,-0.445474,-2.835703,22.103636
1820,-0.807122,-2.554288,20.210373
1830,-1.402284,-2.48603,19.287092
1840,-2.039359,-2.608176,18.343456
1850,-2.445315,-2.708767,17.482447
1860,-2.514771,-2.76984,16.974701
1870,-1.423839,-2.920727,17.195044
1880,-0.819097,-3.064428,17.203426
1890,-0.646655,-3.256029,16.753162
1900,-0.766406,-3.339855,16.019089
1910,-0.693358,-3.386558,15.338903
1920,-0.502954,-3.312312,13.971347
1930,-0.673001,-3.475173,12.998969
1940,-0.999921,-3.285967,11.888878
1950,-1.057401,-3.117118,10.869797
1960,-0.92807,-3.017725,9.932146
1970,-0.536484,-2.71236,7.8868
1980,-0.390388,-2.482438,6.795868
1990,-0.251477,-2.185455,5.748047
2000,-0.267045,-2.074087,4.745731
2010,-0.523312,-1.792672,3.93382
2020,-0.760419,-1.25978,3.538641
2030,-0.578397,-1.034649,3.725453
2040,-0.251477,-1.026266,3.610492
2050,0.021555,-0.914898,3.150648
2060,0.409548,-0.708926,2.748285
2070,0.735271,-0.61552,2.508783
2080,0.647853,-0.549657,2.036964
2090,0.348475,-0.399968,1.071771
2100,0.149689,-0.105381,-0.093406
