timestamp_ms,acc_x,acc_y,acc_z
0,1.722019,-0.496967,7.783814
10,1.763932,-0.593965,8.170609
20,1.826203,-0.316143,8.557405
30,2.475253,-0.741259,8.8484
40,3.02491,-0.955613,8.886721
50,3.550617,-0.969983,8.937016
60,3.906277,-0.925675,8.993299
70,4.084706,-0.628693,9.065149
80,3.733836,-0.065863,9.296268
90,3.075205,0.257465,9.43997
100,2.312392,0.784369,9.556129
110,1.690884,1.272953,9.657917
120,1.317261,1.574725,9.799223
130,1.50527,1.731599,10.39678
140,1.435814,1.684896,10.809921
150,1.683699,1.55796,11.129656
160,2.022594,1.331631,11.323653
170,2.365082,1.045426,11.338023
180,2.566263,0.989143,10.859019
190,2.567461,1.292113,10.492581
200,2.308799,1.369951,10.07465
210,1.84177,1.451382,9.727372
220,1.329236,1.434617,9.432785
230,0.855022,1.346001,9.326206
240,0.471819,1.007106,9.548944
250,0.556842,0.759221,9.716595
260,0.735271,0.463436,9.814791
270,0.846639,0.209564,9.947714
280,0.823887,-0.022753,10.296189
290,0.552052,-0.513732,11.856544
300,0.034728,-0.462239,12.790603
310,-0.55804,-0.493374,13.577366
320,-1.090931,-0.687371,14.220429
330,-1.435814,-1.047821,14.653928
340,-1.344804,-1.868115,14.629977
350,-0.935255,-1.979484,14.039605
360,-0.470621,-1.900448,13.050462
370,-0.152084,-1.716032,11.765534
380,-0.069456,-1.499282,10.36804
390,-0.003593,-1.554368,8.038883
400,0.135319,-1.627416,7.262897
410,0.356858,-1.598676,6.745573
420,0.631088,-1.513652,6.492898
430,0.93765,-1.417852,6.514453
440,1.099314,-0.943638,7.107221
450,0.895737,-1.134042,7.591015
460,0.576002,-1.225053,8.14187
470,0.146096,-1.312471,8.7526
480,-0.393981,-1.222658,9.44476
490,-0.804727,-1.177152,10.126143
500,-1.238225,-1.114882,11.509267
510,-1.234633,-1.156794,12.040961
520,-1.24541,-1.100512,12.351116
530,-1.141227,-1.143622,12.336746
540,-0.995131,-1.088536,12.011024
550,-0.765209,-0.978366,10.432706
560,-0.681383,-0.896935,9.455538
570,-0.578397,-0.735271,8.532257
580,-0.404758,-0.707728,7.816146
590,-0.235909,-0.680186,7.29044
600,-0.05269,-0.707728,6.558761
610,0.061073,-0.747246,6.338419
620,0.110171,-0.728086,6.221064
630,0.074246,-0.628693,6.216273
640,-0.049098,-0.58199,6.326444
650,-0.197589,-0.797542,6.901249
660,-0.188009,-0.95681,7.325168
670,-0.140109,-1.128054,7.764654
680,-0.135319,-1.246608,8.116721
690,-0.051493,-1.377136,8.378976
700,0.286205,-1.650169,8.575368
710,0.453856,-1.783092,8.56938
720,0.62031,-1.88967,8.616083
730,0.772394,-2.008224,8.668774
740,0.853824,-2.105222,8.760982
750,0.920885,-2.239343,8.84361
760,1.131647,-2.499203,8.825647
770,1.21188,-2.474055,8.830438
780,1.276545,-2.450105,8.921448
790,1.338816,-2.459685,9.071136
800,1.375939,-2.525548,9.268726
810,1.283731,-2.554288,9.727372
820,1.241818,-2.581831,9.865086
830,1.078956,-2.464475,9.924961
840,0.888552,-2.293231,9.889036
850,0.671803,-2.093247,9.830359
860,0.085023,-1.458567,9.959689
870,-0.156874,-1.232238,10.160871
