timestamp_ms,acc_x,acc_y,acc_z
0,0.443079,-0.147294,9.505833
10,0.426313,-0.156874,9.491463
20,0.392783,-0.154479,9.768087
30,0.362845,-0.118553,9.650732
40,0.404758,-0.152084,9.443563
50,0.456251,-0.142504,9.569301
60,0.450264,-0.154479,9.758508
70,0.405956,-0.136516,9.486672
80,0.423918,-0.137714,9.698632
90,0.421523,-0.135319,9.556129
100,0.439486,-0.119751,9.772878
110,0.428709,-0.113763,9.598042
120,0.427511,-0.126936,9.50703
130,0.449066,-0.125739,9.715397
140,0.427511,-0.117356,9.632769
150,0.440684,-0.126936,9.653127
160,0.432301,-0.150886,9.599238
170,0.429906,-0.159269,9.595646
180,0.426313,-0.168849,9.689052
190,0.398771,-0.152084,9.619596
200,0.413141,-0.156874,9.651929
210,0.433499,-0.134121,9.604029
220,0.422721,-0.130529,9.612411
230,0.416733,-0.123344,9.642349
240,0.433499,-0.117356,9.685459
250,0.433499,-0.123344,9.651929
260,0.431104,-0.116158,9.639954
270,0.431104,-0.122146,9.635164
280,0.432301,-0.122146,9.631572
290,0.427511,-0.125739,9.66151
300,0.425116,-0.137714,9.625584
310,0.432301,-0.152084,9.635164
320,0.429906,-0.152084,9.625584
330,0.425116,-0.146096,9.606423
340,0.426313,-0.138911,9.627979
350,0.413141,-0.136516,9.657917
360,0.420326,-0.130529,9.659114
370,0.423918,-0.131726,9.633966
380,0.432301,-0.134121,9.625584
390,0.437091,-0.128134,9.653127
400,0.422721,-0.125739,9.649534
410,0.426313,-0.135319,9.659114
420,0.434696,-0.137714,9.630374
430,0.421523,-0.134121,9.637559
440,0.420326,-0.124541,9.643546
450,0.414338,-0.137714,9.636361
460,0.422721,-0.141306,9.649534
470,0.421523,-0.137714,9.636361
480,0.417931,-0.134121,9.637559
490,0.426313,-0.142504,9.639954
500,0.427511,-0.136516,9.641151
510,0.423918,-0.134121,9.637559
520,0.433499,-0.132924,9.644744
530,0.433499,-0.137714,9.643546
540,0.431104,-0.128134,9.66151
550,0.441881,-0.132924,9.665102
560,0.443079,-0.125739,9.64714
570,0.440684,-0.128134,9.645942
580,0.431104,-0.130529,9.650732
590,0.426313,-0.128134,9.645942
600,0.422721,-0.129331,9.66151
610,0.427511,-0.138911,9.638757
620,0.432301,-0.142504,9.644744
630,0.419128,-0.144899,9.632769
640,0.416733,-0.146096,9.639954
650,0.419128,-0.148491,9.648336
660,0.426313,-0.132924,9.654325
670,0.426313,-0.138911,9.660312
680,0.434696,-0.136516,9.653127
690,0.432301,-0.128134,9.663904
700,0.429906,-0.129331,9.653127
710,0.426313,-0.128134,9.667497
720,0.433499,-0.136516,9.672287
730,0.428709,-0.138911,9.667497
740,0.434696,-0.134121,9.668694
750,0.429906,-0.141306,9.656719
760,0.434696,-0.137714,9.644744
770,0.427511,-0.142504,9.653127
780,0.426313,-0.142504,9.660312
790,0.419128,-0.138911,9.668694
800,0.423918,-0.140109,9.651929
810,0.416733,-0.142504,9.66151
820,0.425116,-0.134121,9.655521
830,0.420326,-0.137714,9.660312
840,0.425116,-0.135319,9.66151
850,0.429906,-0.136516,9.663904
860,0.428709,-0.135319,9.671089
870,0.427511,-0.143701,9.66151
880,0.420326,-0.132924,9.663904
890,0.422721,-0.138911,9.663904
900,0.419128,-0.138911,9.656719
910,0.428709,-0.130529,9.66151
920,0.423918,-0.136516,9.659114
930,0.419128,-0.144899,9.668694
940,0.422721,-0.153281,9.660312
950,0.433499,-0.146096,9.66151
960,0.437091,-0.148491,9.654325
970,0.422721,-0.140109,9.660312
980,0.432301,-0.137714,9.663904
990,0.426313,-0.134121,9.653127
1000,0.432301,-0.130529,9.648336
1010,0.434696,-0.130529,9.650732
1020,0.422721,-0.128134,9.663904
1030,0.437091,-0.137714,9.653127
1040,0.423918,-0.126936,9.655521
1050,0.432301,-0.140109,9.654325
1060,0.419128,-0.141306,9.644744
1070,0.423918,-0.137714,9.641151
1080,0.416733,-0.135319,9.64714
1090,0.413141,-0.144899,9.641151
1100,0.422721,-0.137714,9.64714
1110,0.425116,-0.132924,9.657917
1120,0.420326,-0.138911,9.630374
1130,0.422721,-0.136516,9.64714
1140,0.422721,-0.131726,9.642349
1150,0.423918,-0.126936,9.643546
1160,0.425116,-0.136516,9.656719
1170,0.429906,-0.140109,9.641151
1180,0.438289,-0.126936,9.645942
1190,0.437091,-0.135319,9.637559
1200,0.437091,-0.132924,9.641151
1210,0.433499,-0.132924,9.633966
1220,0.428709,-0.143701,9.633966
1230,0.425116,-0.137714,9.641151
1240,0.429906,-0.140109,9.641151
